text,audio
"pop Thunder,Rain,Water,Thunderstorm",musicgen_outputs/238937_pop_seed72.wav
"classical Thunder,Rain,Water,Thunderstorm",musicgen_outputs/24003_classical_seed72.wav
"jazz Thunder,Rain,Water,Thunderstorm",musicgen_outputs/24003_jazz_seed72.wav
"pop Thunder,Rain,Water,Thunderstorm",musicgen_outputs/24003_pop_seed72.wav
"classical Raindrop,Drip,Rain,Water,Liquid",musicgen_outputs/240079_classical_seed72.wav
"jazz Raindrop,Drip,Rain,Water,Liquid",musicgen_outputs/240079_jazz_seed72.wav
"pop Raindrop,Drip,Rain,Water,Liquid",musicgen_outputs/240079_pop_seed72.wav
"classical Raindrop,Thunder,Rain,Water,Thunderstorm",musicgen_outputs/240228_classical_seed72.wav
"jazz Raindrop,Thunder,Rain,Water,Thunderstorm",musicgen_outputs/240228_jazz_seed72.wav
"pop Raindrop,Thunder,Rain,Water,Thunderstorm",musicgen_outputs/240228_pop_seed72.wav
"classical Computer_keyboard,Typing,Domestic_sounds_and_home_sounds",musicgen_outputs/240280_classical_seed72.wav
"jazz Computer_keyboard,Typing,Domestic_sounds_and_home_sounds",musicgen_outputs/240280_jazz_seed72.wav
"pop Computer_keyboard,Typing,Domestic_sounds_and_home_sounds",musicgen_outputs/240280_pop_seed72.wav
"classical Walk_and_footsteps,Insect,Frog,Wild_animals,Animal",musicgen_outputs/241272_classical_seed72.wav
"jazz Walk_and_footsteps,Insect,Frog,Wild_animals,Animal",musicgen_outputs/241272_jazz_seed72.wav
"pop Walk_and_footsteps,Insect,Frog,Wild_animals,Animal",musicgen_outputs/241272_pop_seed72.wav
"classical Fill_(with_liquid),Glass,Liquid",musicgen_outputs/241880_classical_seed72.wav
"jazz Fill_(with_liquid),Glass,Liquid",musicgen_outputs/241880_jazz_seed72.wav
"pop Fill_(with_liquid),Glass,Liquid",musicgen_outputs/241880_pop_seed72.wav
"classical Cricket,Insect,Wild_animals,Animal",musicgen_outputs/242045_classical_seed72.wav
"jazz Cricket,Insect,Wild_animals,Animal",musicgen_outputs/242045_jazz_seed72.wav
"pop Cricket,Insect,Wild_animals,Animal",musicgen_outputs/242045_pop_seed72.wav
"classical Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",musicgen_outputs/242708_classical_seed72.wav
"jazz Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",musicgen_outputs/242708_jazz_seed72.wav
"pop Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",musicgen_outputs/242708_pop_seed72.wav
"classical Whoosh_and_swoosh_and_swish",musicgen_outputs/243567_classical_seed72.wav
"jazz Whoosh_and_swoosh_and_swish",musicgen_outputs/243567_jazz_seed72.wav
"pop Whoosh_and_swoosh_and_swish",musicgen_outputs/243567_pop_seed72.wav
"classical Dog,Domestic_animals_and_pets,Animal",musicgen_outputs/244448_classical_seed72.wav
"jazz Dog,Domestic_animals_and_pets,Animal",musicgen_outputs/244448_jazz_seed72.wav
"pop Dog,Domestic_animals_and_pets,Animal",musicgen_outputs/244448_pop_seed72.wav
"classical Mechanisms",musicgen_outputs/245462_classical_seed72.wav
"jazz Mechanisms",musicgen_outputs/245462_jazz_seed72.wav
"pop Mechanisms",musicgen_outputs/245462_pop_seed72.wav
"classical Meow,Cat,Domestic_animals_and_pets,Animal",musicgen_outputs/246037_classical_seed72.wav
"jazz Meow,Cat,Domestic_animals_and_pets,Animal",musicgen_outputs/246037_jazz_seed72.wav
"pop Meow,Cat,Domestic_animals_and_pets,Animal",musicgen_outputs/246037_pop_seed72.wav
"classical Writing,Tap,Domestic_sounds_and_home_sounds",musicgen_outputs/246060_classical_seed72.wav
"jazz Writing,Tap,Domestic_sounds_and_home_sounds",musicgen_outputs/246060_jazz_seed72.wav
"pop Writing,Tap,Domestic_sounds_and_home_sounds",musicgen_outputs/246060_pop_seed72.wav
"classical Domestic_sounds_and_home_sounds",musicgen_outputs/249575_classical_seed72.wav
"jazz Domestic_sounds_and_home_sounds",musicgen_outputs/249575_jazz_seed72.wav
"pop Domestic_sounds_and_home_sounds",musicgen_outputs/249575_pop_seed72.wav
"classical Alarm",musicgen_outputs/249835_classical_seed72.wav
"jazz Alarm",musicgen_outputs/249835_jazz_seed72.wav
"pop Alarm",musicgen_outputs/249835_pop_seed72.wav
"classical Buzz,Insect,Wild_animals,Animal",musicgen_outputs/250381_classical_seed72.wav
"jazz Buzz,Insect,Wild_animals,Animal",musicgen_outputs/250381_jazz_seed72.wav
"pop Buzz,Insect,Wild_animals,Animal",musicgen_outputs/250381_pop_seed72.wav
"classical Growling,Wild_animals,Animal",musicgen_outputs/251279_classical_seed72.wav
"jazz Growling,Wild_animals,Animal",musicgen_outputs/251279_jazz_seed72.wav
"pop Growling,Wild_animals,Animal",musicgen_outputs/251279_pop_seed72.wav
"classical Bark,Dog,Domestic_animals_and_pets,Animal",musicgen_outputs/253754_classical_seed72.wav
"jazz Bark,Dog,Domestic_animals_and_pets,Animal",musicgen_outputs/253754_jazz_seed72.wav
"pop Bark,Dog,Domestic_animals_and_pets,Animal",musicgen_outputs/253754_pop_seed72.wav
"classical Hammer,Tools",musicgen_outputs/254889_classical_seed72.wav
"jazz Hammer,Tools",musicgen_outputs/254889_jazz_seed72.wav
"pop Hammer,Tools",musicgen_outputs/254889_pop_seed72.wav
"classical Sawing,Tools",musicgen_outputs/25591_classical_seed72.wav
"jazz Sawing,Tools",musicgen_outputs/25591_jazz_seed72.wav
"pop Sawing,Tools",musicgen_outputs/25591_pop_seed72.wav
"classical Squeak,Bathtub_(filling_or_washing),Water_tap_and_faucet,Thump_and_thud,Domestic_sounds_and_home_sounds",musicgen_outputs/257434_classical_seed72.wav
"jazz Squeak,Bathtub_(filling_or_washing),Water_tap_and_faucet,Thump_and_thud,Domestic_sounds_and_home_sounds",musicgen_outputs/257434_jazz_seed72.wav
"pop Squeak,Bathtub_(filling_or_washing),Water_tap_and_faucet,Thump_and_thud,Domestic_sounds_and_home_sounds",musicgen_outputs/257434_pop_seed72.wav
"classical Squeak,Cupboard_open_or_close,Human_voice,Domestic_sounds_and_home_sounds",musicgen_outputs/257439_classical_seed72.wav
"jazz Squeak,Cupboard_open_or_close,Human_voice,Domestic_sounds_and_home_sounds",musicgen_outputs/257439_jazz_seed72.wav
"pop Squeak,Cupboard_open_or_close,Human_voice,Domestic_sounds_and_home_sounds",musicgen_outputs/257439_pop_seed72.wav
"classical Trickle_and_dribble,Sink_(filling_or_washing),Water_tap_and_faucet,Pour,Liquid,Domestic_sounds_and_home_sounds",musicgen_outputs/257440_classical_seed72.wav
"jazz Trickle_and_dribble,Sink_(filling_or_washing),Water_tap_and_faucet,Pour,Liquid,Domestic_sounds_and_home_sounds",musicgen_outputs/257440_jazz_seed72.wav
"pop Trickle_and_dribble,Sink_(filling_or_washing),Water_tap_and_faucet,Pour,Liquid,Domestic_sounds_and_home_sounds",musicgen_outputs/257440_pop_seed72.wav
"classical Run",musicgen_outputs/257697_classical_seed72.wav
"jazz Run",musicgen_outputs/257697_jazz_seed72.wav
"pop Run",musicgen_outputs/257697_pop_seed72.wav
"classical Printer,Mechanisms",musicgen_outputs/258148_classical_seed72.wav
"jazz Printer,Mechanisms",musicgen_outputs/258148_jazz_seed72.wav
"pop Printer,Mechanisms",musicgen_outputs/258148_pop_seed72.wav
"classical Hammer,Thump_and_thud,Tools",musicgen_outputs/258265_classical_seed72.wav
"jazz Hammer,Thump_and_thud,Tools",musicgen_outputs/258265_jazz_seed72.wav
"pop Hammer,Thump_and_thud,Tools",musicgen_outputs/258265_pop_seed72.wav
"classical Squeak,Slam,Wood,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/259331_classical_seed72.wav
"jazz Squeak,Slam,Wood,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/259331_jazz_seed72.wav
"pop Squeak,Slam,Wood,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/259331_pop_seed72.wav
"classical Raindrop,Wind,Rain,Water",musicgen_outputs/26189_classical_seed72.wav
"jazz Raindrop,Wind,Rain,Water",musicgen_outputs/26189_jazz_seed72.wav
"pop Raindrop,Wind,Rain,Water",musicgen_outputs/26189_pop_seed72.wav
"classical Chirp_and_tweet,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",musicgen_outputs/262214_classical_seed72.wav
"jazz Chirp_and_tweet,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",musicgen_outputs/262214_jazz_seed72.wav
"pop Chirp_and_tweet,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",musicgen_outputs/262214_pop_seed72.wav
"classical Drill,Power_tool,Tools",musicgen_outputs/262265_classical_seed72.wav
"jazz Drill,Power_tool,Tools",musicgen_outputs/262265_jazz_seed72.wav
"pop Drill,Power_tool,Tools",musicgen_outputs/262265_pop_seed72.wav
"classical Bark,Growling,Dog,Domestic_animals_and_pets,Animal,Wild_animals",musicgen_outputs/262520_classical_seed72.wav
"jazz Bark,Growling,Dog,Domestic_animals_and_pets,Animal,Wild_animals",musicgen_outputs/262520_jazz_seed72.wav
"pop Bark,Growling,Dog,Domestic_animals_and_pets,Animal,Wild_animals",musicgen_outputs/262520_pop_seed72.wav
"classical Squeak,Walk_and_footsteps,Chatter,Human_group_actions",musicgen_outputs/263082_classical_seed72.wav
"jazz Squeak,Walk_and_footsteps,Chatter,Human_group_actions",musicgen_outputs/263082_jazz_seed72.wav
"pop Squeak,Walk_and_footsteps,Chatter,Human_group_actions",musicgen_outputs/263082_pop_seed72.wav
"classical Run",musicgen_outputs/263083_classical_seed72.wav
"jazz Run",musicgen_outputs/263083_jazz_seed72.wav
"pop Run",musicgen_outputs/263083_pop_seed72.wav
"classical Crow,Bird,Wild_animals,Animal",musicgen_outputs/264449_classical_seed72.wav
"jazz Crow,Bird,Wild_animals,Animal",musicgen_outputs/264449_jazz_seed72.wav
"pop Crow,Bird,Wild_animals,Animal",musicgen_outputs/264449_pop_seed72.wav
"classical Engine_starting,Engine",musicgen_outputs/26481_classical_seed72.wav
"jazz Engine_starting,Engine",musicgen_outputs/26481_jazz_seed72.wav
"pop Engine_starting,Engine",musicgen_outputs/26481_pop_seed72.wav
"classical Thunder,Rain,Water,Thunderstorm",musicgen_outputs/264826_classical_seed72.wav
"jazz Thunder,Rain,Water,Thunderstorm",musicgen_outputs/264826_jazz_seed72.wav
"pop Thunder,Rain,Water,Thunderstorm",musicgen_outputs/264826_pop_seed72.wav
"classical Writing,Domestic_sounds_and_home_sounds",musicgen_outputs/264945_classical_seed72.wav
"jazz Writing,Domestic_sounds_and_home_sounds",musicgen_outputs/264945_jazz_seed72.wav
"pop Writing,Domestic_sounds_and_home_sounds",musicgen_outputs/264945_pop_seed72.wav
"classical Hands",musicgen_outputs/265109_classical_seed72.wav
"jazz Hands",musicgen_outputs/265109_jazz_seed72.wav
"pop Hands",musicgen_outputs/265109_pop_seed72.wav
"classical Sink_(filling_or_washing),Water_tap_and_faucet,Gurgling,Domestic_sounds_and_home_sounds,Water",musicgen_outputs/265305_classical_seed72.wav
"jazz Sink_(filling_or_washing),Water_tap_and_faucet,Gurgling,Domestic_sounds_and_home_sounds,Water",musicgen_outputs/265305_jazz_seed72.wav
"pop Sink_(filling_or_washing),Water_tap_and_faucet,Gurgling,Domestic_sounds_and_home_sounds,Water",musicgen_outputs/265305_pop_seed72.wav
"classical Purr,Cat,Domestic_animals_and_pets,Animal",musicgen_outputs/266610_classical_seed72.wav
"jazz Purr,Cat,Domestic_animals_and_pets,Animal",musicgen_outputs/266610_jazz_seed72.wav
"pop Purr,Cat,Domestic_animals_and_pets,Animal",musicgen_outputs/266610_pop_seed72.wav
"classical Camera,Mechanisms",musicgen_outputs/266753_classical_seed72.wav
"jazz Camera,Mechanisms",musicgen_outputs/266753_jazz_seed72.wav
"pop Camera,Mechanisms",musicgen_outputs/266753_pop_seed72.wav
"classical Squeak,Slam,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/266767_classical_seed72.wav
"jazz Squeak,Slam,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/266767_jazz_seed72.wav
"pop Squeak,Slam,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/266767_pop_seed72.wav
"classical Walk_and_footsteps",musicgen_outputs/267499_classical_seed72.wav
"jazz Walk_and_footsteps",musicgen_outputs/267499_jazz_seed72.wav
"pop Walk_and_footsteps",musicgen_outputs/267499_pop_seed72.wav
"classical Purr,Cat,Domestic_animals_and_pets,Animal",musicgen_outputs/26769_classical_seed72.wav
"jazz Purr,Cat,Domestic_animals_and_pets,Animal",musicgen_outputs/26769_jazz_seed72.wav
"pop Purr,Cat,Domestic_animals_and_pets,Animal",musicgen_outputs/26769_pop_seed72.wav
"classical Shatter,Chink_and_clink,Glass",musicgen_outputs/267889_classical_seed72.wav
"jazz Shatter,Chink_and_clink,Glass",musicgen_outputs/267889_jazz_seed72.wav
"pop Shatter,Chink_and_clink,Glass",musicgen_outputs/267889_pop_seed72.wav
"classical Fill_(with_liquid),Liquid",musicgen_outputs/268144_classical_seed72.wav
"jazz Fill_(with_liquid),Liquid",musicgen_outputs/268144_jazz_seed72.wav
"pop Fill_(with_liquid),Liquid",musicgen_outputs/268144_pop_seed72.wav
"classical Trickle_and_dribble,Splash_and_splatter,Liquid,Pour",musicgen_outputs/269251_classical_seed72.wav
"jazz Trickle_and_dribble,Splash_and_splatter,Liquid,Pour",musicgen_outputs/269251_jazz_seed72.wav
"pop Trickle_and_dribble,Splash_and_splatter,Liquid,Pour",musicgen_outputs/269251_pop_seed72.wav
"classical Dishes_and_pots_and_pans,Liquid,Domestic_sounds_and_home_sounds",musicgen_outputs/269337_classical_seed72.wav
"jazz Dishes_and_pots_and_pans,Liquid,Domestic_sounds_and_home_sounds",musicgen_outputs/269337_jazz_seed72.wav
"pop Dishes_and_pots_and_pans,Liquid,Domestic_sounds_and_home_sounds",musicgen_outputs/269337_pop_seed72.wav
"classical Tick-tock,Human_voice,Respiratory_sounds,Clock,Mechanisms",musicgen_outputs/27148_classical_seed72.wav
"jazz Tick-tock,Human_voice,Respiratory_sounds,Clock,Mechanisms",musicgen_outputs/27148_jazz_seed72.wav
"pop Tick-tock,Human_voice,Respiratory_sounds,Clock,Mechanisms",musicgen_outputs/27148_pop_seed72.wav
"classical Walk_and_footsteps",musicgen_outputs/272380_classical_seed72.wav
"jazz Walk_and_footsteps",musicgen_outputs/272380_jazz_seed72.wav
"pop Walk_and_footsteps",musicgen_outputs/272380_pop_seed72.wav
"classical Crackle",musicgen_outputs/274125_classical_seed72.wav
"jazz Crackle",musicgen_outputs/274125_jazz_seed72.wav
"pop Crackle",musicgen_outputs/274125_pop_seed72.wav
"classical Tick-tock,Clock,Mechanisms",musicgen_outputs/275132_classical_seed72.wav
"jazz Tick-tock,Clock,Mechanisms",musicgen_outputs/275132_jazz_seed72.wav
"pop Tick-tock,Clock,Mechanisms",musicgen_outputs/275132_pop_seed72.wav
"classical Zipper_(clothing),Domestic_sounds_and_home_sounds",musicgen_outputs/275134_classical_seed72.wav
"jazz Zipper_(clothing),Domestic_sounds_and_home_sounds",musicgen_outputs/275134_jazz_seed72.wav
"pop Zipper_(clothing),Domestic_sounds_and_home_sounds",musicgen_outputs/275134_pop_seed72.wav
"classical Glass",musicgen_outputs/277530_classical_seed72.wav
"jazz Glass",musicgen_outputs/277530_jazz_seed72.wav
"pop Glass",musicgen_outputs/277530_pop_seed72.wav
"classical Trickle_and_dribble,Pour,Liquid",musicgen_outputs/280243_classical_seed72.wav
"jazz Trickle_and_dribble,Pour,Liquid",musicgen_outputs/280243_jazz_seed72.wav
"pop Trickle_and_dribble,Pour,Liquid",musicgen_outputs/280243_pop_seed72.wav
"classical Cutlery_and_silverware,Dishes_and_pots_and_pans,Chewing_and_mastication,Domestic_sounds_and_home_sounds",musicgen_outputs/288930_classical_seed72.wav
"jazz Cutlery_and_silverware,Dishes_and_pots_and_pans,Chewing_and_mastication,Domestic_sounds_and_home_sounds",musicgen_outputs/288930_jazz_seed72.wav
"pop Cutlery_and_silverware,Dishes_and_pots_and_pans,Chewing_and_mastication,Domestic_sounds_and_home_sounds",musicgen_outputs/288930_pop_seed72.wav
"classical Ringtone,Telephone,Alarm",musicgen_outputs/29621_classical_seed72.wav
"jazz Ringtone,Telephone,Alarm",musicgen_outputs/29621_jazz_seed72.wav
"pop Ringtone,Telephone,Alarm",musicgen_outputs/29621_pop_seed72.wav
"classical Shatter,Glass",musicgen_outputs/315646_classical_seed72.wav
"jazz Shatter,Glass",musicgen_outputs/315646_jazz_seed72.wav
"pop Shatter,Glass",musicgen_outputs/315646_pop_seed72.wav
"classical Zipper_(clothing),Domestic_sounds_and_home_sounds",musicgen_outputs/315840_classical_seed72.wav
"jazz Zipper_(clothing),Domestic_sounds_and_home_sounds",musicgen_outputs/315840_jazz_seed72.wav
"pop Zipper_(clothing),Domestic_sounds_and_home_sounds",musicgen_outputs/315840_pop_seed72.wav
"classical Crack,Wood",musicgen_outputs/316602_classical_seed72.wav
"jazz Crack,Wood",musicgen_outputs/316602_jazz_seed72.wav
"pop Crack,Wood",musicgen_outputs/316602_pop_seed72.wav
"classical Boiling,Hiss,Liquid",musicgen_outputs/317665_classical_seed72.wav
"jazz Boiling,Hiss,Liquid",musicgen_outputs/317665_jazz_seed72.wav
"pop Boiling,Hiss,Liquid",musicgen_outputs/317665_pop_seed72.wav
"classical Thunder,Rain,Water,Thunderstorm",musicgen_outputs/319402_classical_seed72.wav
"jazz Thunder,Rain,Water,Thunderstorm",musicgen_outputs/319402_jazz_seed72.wav
"pop Thunder,Rain,Water,Thunderstorm",musicgen_outputs/319402_pop_seed72.wav
"classical Sawing,Wood,Tools",musicgen_outputs/320734_classical_seed72.wav
"jazz Sawing,Wood,Tools",musicgen_outputs/320734_jazz_seed72.wav
"pop Sawing,Wood,Tools",musicgen_outputs/320734_pop_seed72.wav
"classical Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",musicgen_outputs/321203_classical_seed72.wav
"jazz Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",musicgen_outputs/321203_jazz_seed72.wav
"pop Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",musicgen_outputs/321203_pop_seed72.wav
"classical Bark,Stream,Cricket,Wind,Splash_and_splatter,Dog,Domestic_animals_and_pets,Animal,Water,Liquid,Insect,Wild_animals",musicgen_outputs/321594_classical_seed72.wav
"jazz Bark,Stream,Cricket,Wind,Splash_and_splatter,Dog,Domestic_animals_and_pets,Animal,Water,Liquid,Insect,Wild_animals",musicgen_outputs/321594_jazz_seed72.wav
"pop Bark,Stream,Cricket,Wind,Splash_and_splatter,Dog,Domestic_animals_and_pets,Animal,Water,Liquid,Insect,Wild_animals",musicgen_outputs/321594_pop_seed72.wav
"classical Cutlery_and_silverware,Domestic_sounds_and_home_sounds",musicgen_outputs/323006_classical_seed72.wav
"jazz Cutlery_and_silverware,Domestic_sounds_and_home_sounds",musicgen_outputs/323006_jazz_seed72.wav
"pop Cutlery_and_silverware,Domestic_sounds_and_home_sounds",musicgen_outputs/323006_pop_seed72.wav
"classical Hiss,Crackle,Fire",musicgen_outputs/323174_classical_seed72.wav
"jazz Hiss,Crackle,Fire",musicgen_outputs/323174_jazz_seed72.wav
"pop Hiss,Crackle,Fire",musicgen_outputs/323174_pop_seed72.wav
"classical Hiss,Fire",musicgen_outputs/323178_classical_seed72.wav
"jazz Hiss,Fire",musicgen_outputs/323178_jazz_seed72.wav
"pop Hiss,Fire",musicgen_outputs/323178_pop_seed72.wav
"classical Bark,Dog,Domestic_animals_and_pets,Animal",musicgen_outputs/32318_classical_seed72.wav
"jazz Bark,Dog,Domestic_animals_and_pets,Animal",musicgen_outputs/32318_jazz_seed72.wav
"pop Bark,Dog,Domestic_animals_and_pets,Animal",musicgen_outputs/32318_pop_seed72.wav
"classical Squeak,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/323550_classical_seed72.wav
"jazz Squeak,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/323550_jazz_seed72.wav
"pop Squeak,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/323550_pop_seed72.wav
"classical Squeak,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/323553_classical_seed72.wav
"jazz Squeak,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/323553_jazz_seed72.wav
"pop Squeak,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/323553_pop_seed72.wav
"classical Squeak,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/323559_classical_seed72.wav
"jazz Squeak,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/323559_jazz_seed72.wav
"pop Squeak,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/323559_pop_seed72.wav
"classical Squeak,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/323564_classical_seed72.wav
"jazz Squeak,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/323564_jazz_seed72.wav
"pop Squeak,Door,Domestic_sounds_and_home_sounds",musicgen_outputs/323564_pop_seed72.wav
"classical Writing,Tap,Domestic_sounds_and_home_sounds",musicgen_outputs/324108_classical_seed72.wav
"jazz Writing,Tap,Domestic_sounds_and_home_sounds",musicgen_outputs/324108_jazz_seed72.wav
"pop Writing,Tap,Domestic_sounds_and_home_sounds",musicgen_outputs/324108_pop_seed72.wav
"classical Tearing",musicgen_outputs/324599_classical_seed72.wav
"jazz Tearing",musicgen_outputs/324599_jazz_seed72.wav
"pop Tearing",musicgen_outputs/324599_pop_seed72.wav
"classical Bathtub_(filling_or_washing),Water_tap_and_faucet,Domestic_sounds_and_home_sounds",musicgen_outputs/324773_classical_seed72.wav
"jazz Bathtub_(filling_or_washing),Water_tap_and_faucet,Domestic_sounds_and_home_sounds",musicgen_outputs/324773_jazz_seed72.wav
"pop Bathtub_(filling_or_washing),Water_tap_and_faucet,Domestic_sounds_and_home_sounds",musicgen_outputs/324773_pop_seed72.wav
"classical Writing,Respiratory_sounds,Domestic_sounds_and_home_sounds",musicgen_outputs/325132_classical_seed72.wav
"jazz Writing,Respiratory_sounds,Domestic_sounds_and_home_sounds",musicgen_outputs/325132_jazz_seed72.wav
"pop Writing,Respiratory_sounds,Domestic_sounds_and_home_sounds",musicgen_outputs/325132_pop_seed72.wav
"classical Tap,Zipper_(clothing),Domestic_sounds_and_home_sounds",musicgen_outputs/325453_classical_seed72.wav
"jazz Tap,Zipper_(clothing),Domestic_sounds_and_home_sounds",musicgen_outputs/325453_jazz_seed72.wav
"pop Tap,Zipper_(clothing),Domestic_sounds_and_home_sounds",musicgen_outputs/325453_pop_seed72.wav
"classical Rattle,Fire",musicgen_outputs/325526_classical_seed72.wav
"jazz Rattle,Fire",musicgen_outputs/325526_jazz_seed72.wav
"pop Rattle,Fire",musicgen_outputs/325526_pop_seed72.wav
"classical Respiratory_sounds",musicgen_outputs/325651_classical_seed72.wav
"jazz Respiratory_sounds",musicgen_outputs/325651_jazz_seed72.wav
"pop Respiratory_sounds",musicgen_outputs/325651_pop_seed72.wav
"classical Rattle",musicgen_outputs/325655_classical_seed72.wav
"jazz Rattle",musicgen_outputs/325655_jazz_seed72.wav
"pop Rattle",musicgen_outputs/325655_pop_seed72.wav
"classical Ratchet_and_pawl,Mechanisms",musicgen_outputs/326114_classical_seed72.wav
"jazz Ratchet_and_pawl,Mechanisms",musicgen_outputs/326114_jazz_seed72.wav
"pop Ratchet_and_pawl,Mechanisms",musicgen_outputs/326114_pop_seed72.wav
"classical Hammer,Tools",musicgen_outputs/326122_classical_seed72.wav
"jazz Hammer,Tools",musicgen_outputs/326122_jazz_seed72.wav
"pop Hammer,Tools",musicgen_outputs/326122_pop_seed72.wav
"classical Respiratory_sounds,Domestic_sounds_and_home_sounds",musicgen_outputs/326348_classical_seed72.wav
"jazz Respiratory_sounds,Domestic_sounds_and_home_sounds",musicgen_outputs/326348_jazz_seed72.wav
"pop Respiratory_sounds,Domestic_sounds_and_home_sounds",musicgen_outputs/326348_pop_seed72.wav
"classical Purr,Chirp_and_tweet,Cat,Domestic_animals_and_pets,Animal,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals",musicgen_outputs/326452_classical_seed72.wav
"jazz Purr,Chirp_and_tweet,Cat,Domestic_animals_and_pets,Animal,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals",musicgen_outputs/326452_jazz_seed72.wav
"pop Purr,Chirp_and_tweet,Cat,Domestic_animals_and_pets,Animal,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals",musicgen_outputs/326452_pop_seed72.wav
"classical Shatter,Chink_and_clink,Thump_and_thud,Glass",musicgen_outputs/326565_classical_seed72.wav
"jazz Shatter,Chink_and_clink,Thump_and_thud,Glass",musicgen_outputs/326565_jazz_seed72.wav
"pop Shatter,Chink_and_clink,Thump_and_thud,Glass",musicgen_outputs/326565_pop_seed72.wav
"classical Fill_(with_liquid),Liquid",musicgen_outputs/326667_classical_seed72.wav
"jazz Fill_(with_liquid),Liquid",musicgen_outputs/326667_jazz_seed72.wav
"pop Fill_(with_liquid),Liquid",musicgen_outputs/326667_pop_seed72.wav
"classical Dishes_and_pots_and_pans,Chink_and_clink,Domestic_sounds_and_home_sounds,Glass",musicgen_outputs/326978_classical_seed72.wav
"jazz Dishes_and_pots_and_pans,Chink_and_clink,Domestic_sounds_and_home_sounds,Glass",musicgen_outputs/326978_jazz_seed72.wav
"pop Dishes_and_pots_and_pans,Chink_and_clink,Domestic_sounds_and_home_sounds,Glass",musicgen_outputs/326978_pop_seed72.wav
"classical Domestic_sounds_and_home_sounds",musicgen_outputs/327039_classical_seed72.wav
"jazz Domestic_sounds_and_home_sounds",musicgen_outputs/327039_jazz_seed72.wav
"pop Domestic_sounds_and_home_sounds",musicgen_outputs/327039_pop_seed72.wav
"classical Rattle,Cutlery_and_silverware,Cricket,Drawer_open_or_close,Domestic_sounds_and_home_sounds,Insect,Wild_animals,Animal",musicgen_outputs/327053_classical_seed72.wav
"jazz Rattle,Cutlery_and_silverware,Cricket,Drawer_open_or_close,Domestic_sounds_and_home_sounds,Insect,Wild_animals,Animal",musicgen_outputs/327053_jazz_seed72.wav
"pop Rattle,Cutlery_and_silverware,Cricket,Drawer_open_or_close,Domestic_sounds_and_home_sounds,Insect,Wild_animals,Animal",musicgen_outputs/327053_pop_seed72.wav
"classical Chatter,Engine,Respiratory_sounds,Human_group_actions",musicgen_outputs/327400_classical_seed72.wav
"jazz Chatter,Engine,Respiratory_sounds,Human_group_actions",musicgen_outputs/327400_jazz_seed72.wav
"pop Chatter,Engine,Respiratory_sounds,Human_group_actions",musicgen_outputs/327400_pop_seed72.wav
"classical Water_tap_and_faucet,Domestic_sounds_and_home_sounds",musicgen_outputs/327425_classical_seed72.wav
"jazz Water_tap_and_faucet,Domestic_sounds_and_home_sounds",musicgen_outputs/327425_jazz_seed72.wav
"pop Water_tap_and_faucet,Domestic_sounds_and_home_sounds",musicgen_outputs/327425_pop_seed72.wav
"classical Hiss,Fire",musicgen_outputs/327550_classical_seed72.wav
"jazz Hiss,Fire",musicgen_outputs/327550_jazz_seed72.wav
"pop Hiss,Fire",musicgen_outputs/327550_pop_seed72.wav
"classical Domestic_sounds_and_home_sounds",musicgen_outputs/327915_classical_seed72.wav
"jazz Domestic_sounds_and_home_sounds",musicgen_outputs/327915_jazz_seed72.wav
"pop Domestic_sounds_and_home_sounds",musicgen_outputs/327915_pop_seed72.wav
"classical Zipper_(clothing),Domestic_sounds_and_home_sounds",musicgen_outputs/327922_classical_seed72.wav
"jazz Zipper_(clothing),Domestic_sounds_and_home_sounds",musicgen_outputs/327922_jazz_seed72.wav
